Sentence,Party,Sentiment,Overall Sentiment
doctors amputated her forearm.,"[[],[her]]","[[],[0]]",-1
"Levine brought a state-law damages action, alleging, inter alia, that Wyeth had failed to provide an adequate warning about the significant risks of administering Phenergan by the IV-push method.","[[wyeth],[levine]]","[[-1],[1]]",1
"Levine brought a state-law damages action, alleging, inter alia","[[],[levine]]","[[],[-1]]",-1
Wyeth had failed to provide an adequate warning about the significant risks of administering Phenergan by the IV-push method.,"[[wyeth],[]]","[[-1],[]]",-1
"The Vermont jury determined that Levine injury would not have occurred if Phenergan label included an adequate warning, and it awarded damages for her pain and suffering, substantial medical expenses, and loss of her livelihood as a professional musician.","[[],[levine,her_1,her_2]]","[[],[1,1,1]]",1
Levine injury would not have occurred,"[[],[levine]]","[[],[0]]",1
"Phenergan label included an adequate warning, and it awarded damages for her pain and suffering, substantial medical expenses, and loss of her livelihood as a professional musician.","[[],[her_1,her_2]]","[[],[1,1]]",1
"Declining to overturn the verdict, the trial court rejected Wyeth argument that Levine failure-to-warn claims were pre-empted by federal law because Phenergan labeling had been approved by the federal Food and Drug Administration (FDA).","[[wyeth],[levine]]","[[-1],[1]]",1
Levine failure-to-warn claims were pre-empted by federal law,"[[],[levine]]","[[],[1]]",1
Federal law does not pre-empt Levine claim that Phenergan label did not contain an adequate warning about the IV-push method of administration.,"[[],[levine]]","[[],[1]]",1
Federal law does not pre-empt Levine claim,"[[],[levine]]","[[],[1]]",1
The argument that Levine state-law claims are pre-empted because it is imposs ible for Wyeth to comply with both the state-law duties underlying those claims and its federal labeling duties is rejected.,"[[wyeth],[levine]]","[[-1],[1]]",-1
Levine state-law claims are pre-empted,"[[],[levine]]","[[],[1]]",1
it is impossible for Wyeth to comply with both the state-law duties underlying those claims,"[[wyeth],[]]","[[-1],[]]",-1
"Pursuant to the CBE regulation, Wyeth could have unilaterally added a stronger warning about IV-push administration, and there is no evidence that the FDA would ultimately have rejected such a labeling change.","[[wyeth],[]]","[[1],[]]",0
"Pursuant to the CBE regulation, Wyeth could have unilaterally added a stronger warning about IV-push administration","[[wyeth],[]]","[[1],[]]",0
"Wyeth cramped reading of the CBE regulation and its broad assertion that unilaterally changing the Phenergan label would have violated federal law governing unauthorized distribution and misbranding of drugs are based on the fundamental misunderstanding that the FDA, rather than the manufacturer, bears primary responsibility for drug labeling.","[[wyeth],[]]","[[1],[]]",1
he accordingly would have rejected any plea leading to deportation in favor of throwing a “Hail Mary” at trial.,"[[wyeth],[]]","[[0],[]]",0
"A Vermont jury found that petitioner Wyeth, the manufacturer of the drug, had failed to provide an adequate warning of that risk and awarded damages to respondent Diana Levine to compensate her for the amputation of her arm.","[[petitioner wyeth],[respondent Diana Levine,her_1,her_2]]","[[-1],[-1,-1,-1]]",-1
"petitioner Wyeth, the manufacturer of the drug, had failed to provide an adequate warning of that risk","[[petitioner wyeth],[]]","[[-1],[]]",-1
and awarded damages to respondent Diana Levine to compensate her for the amputation of her arm.,"[[],[respondent Diana Levine,her_1,her_2]]","[[],[-1,-1,-1]]",-1
The warnings on Phenergan label had been deemed sufficient by the federal Food and Drug Administration (FDA) when it approved Wyeth new drug application in 1955 and when it later approved changes in the drug labeling.,"[[wyeth],[]]","[[1],[]]",1
it approved Wyeth new drug application in 1955,"[[wyeth],[]]","[[1],[]]",1
The question we must decide is whether the FDA approvals provide Wyeth with a complete defense to Levine tort claims.,"[[wyeth],[levine]]","[[1],[-1]]",0
the FDA approvals provide Wyeth with a complete defense to Levine tort claims.,"[[wyeth],[levine]]","[[1],[-1]]",1
it would be irrational for someone in Lee’s position,"[[wyeth],[]]","[[0],[]]",0
Levine injury resulted from an IV-push injection of Phenergan.,"[[],[levine]]","[[],[-1]]",-1
"On April 7, 2000, as on previous visits to her local clinic for treatment of a migraine headache, she received an intramuscular injection of Demerol for her headache and Phenergan for her nausea.","[[],[her_1,she,her_2]]","[[],[1,1,1]]",0
she received an intramuscular injection of Demerol for her headache and Phenergan for her nausea.,"[[],[she,her]]","[[],[1,1]]",0
"Because the combination did not provide relief, she returned later that day and received a second injection of both drugs.","[[],[she]]","[[],[-1]]",-1
she returned later that day and received a second injection of both drugs.,"[[],[she]]","[[],[-1]]",-1
"This time, the physician assistant administered the drugs by the IV-push method, and Phenergan entered Levine artery, either because the needle penetrated an artery directly or because the drug escaped from the vein into surrounding tissue (a phenomenon called ""perivascular extravasation"") where it came in contact with arterial blood.","[[],[levine]]","[[],[-1]]",-1
"This time, the physician assistant administered the drugs by the IV-push method, and Phenergan entered Levine artery","[[],[levine]]","[[],[-1]]",-1
"As a result, Levine developed gangrene, and doctors amputated first her right hand and then her entire forearm.","[[],[levine,her_1,her_2]]","[[],[-1,-1,-1]]",-1
Levine developed gangrene,"[[],[levine]]","[[],[-1]]",-1
doctors amputated first her right hand,"[[],[her]]","[[],[-1]]",-1
"In addition to her pain and suffering, Levine incurred substantial medical expenses and the loss of her livelihood as a professional musician.","[[],[levine,her_1,her_2]]","[[],[-1,-1,-1]]",-1
"After settling claims against the health center and clinician, Levine brought an action for damages against Wyeth, relying on common-law negligence and strict-liability theories.","[[wyeth],[levine]]","[[-1],[1]]",1
Levine alleged that the labeling was defective because it failed to instruct clinicians to use the IV-drip method of intravenous administration instead of the higher risk IV-push method.,"[[],[levine]]","[[],[-1]]",-1
"More broadly, she alleged that Phenergan is not reasonably safe for intravenous administration because the foreseeable risks of gangrene and loss of limb are great in relation to the drug therapeutic benefits.","[[],[she]]","[[],[-1]]",-1
"Wyeth filed a motion for summary judgment, arguing that Levine failure-to-warn claims were pre-empted by federal law.","[[wyeth],[levine]]","[[1],[-1]]",1
Wyeth filed a motion for summary judgment,"[[wyeth],[]]","[[1],[]]",1
Levine failure-to-warn claims were pre-empted by federal law.,"[[],[levine]]","[[],[-1]]",-1
"The court found no merit in either Wyeth field pre-emption argument, which it has since abandoned, or its conflict pre-emption argument.","[[wyeth],[]]","[[-1],[]]",-1
The court found no merit in either Wyeth field pre-emption argument,"[[wyeth],[]]","[[-1],[]]",-1
"With respect to the contention that there was an ""actual conflict between a specific FDA order,"" id., at 21, and Levine failure-to-warn action, the court reviewed the sparse correspondence between Wyeth and the FDA about Phenergan labeling and found no evidence that Wyeth had ""earnestly attempted"" to strengthen the intra-arterial injection warning or that the FDA had ""specifically disallowed"" stronger language.","[[wyeth],[levine]]","[[-1],[-1]]",-1
"there was an ""actual conflict between a specific FDA order,"" id., at 21, and Levine failure-to-warn action, the court reviewed the sparse correspondence between Wyeth and the FDA about Phenergan labeling and found no evidence","[[wyeth],[levine]]","[[-1],[-1]]",-1
"Wyeth had ""earnestly attempted"" to strengthen the intra-arterial injection warning","[[wyeth],[]]","[[1],[]]",1
The trial record also contains correspondence between Wyeth and the FDA discussing Phenergan label.,"[[wyeth],[]]","[[1],[]]",1
"In 1973 and 1976, Wyeth submitted supplemental new drug applications, which the agency approved after proposing labeling changes.","[[wyeth],[]]","[[1],[]]",1
"In 1973 and 1976, Wyeth submitted supplemental new drug applications","[[wyeth],[]]","[[1],[]]",1
"Over the next 17 years, Wyeth and the FDA intermittently corresponded about Phenergan label.","[[wyeth],[]]","[[1],[]]",1
"The most notable activity occurred in 1987, when the FDA suggested different warnings about the risk of arterial exposure, and in 1988, when Wyeth submitted revised labeling incorporating the proposed changes.","[[wyeth],[]]","[[1],[]]",1
Wyeth submitted revised labeling incorporating the proposed changes.,"[[wyeth],[]]","[[1],[]]",1
"Instead, in 1996, it requested from Wyeth the labeling then in use and, without addressing Wyeth 1988 submission, instructed it to ""[r]etain verbiage in current label"" regarding intra-arterial injection.","[[wyeth],[]]","[[-1],[]]",-1
he has lived in this country for most of his life,"[[wyeth],[]]","[[0],[]]",0
"without addressing Wyeth 1988 submission, instructed it to ""[r]etain verbiage in current label"" regarding intra-arterial injection.","[[wyeth],[]]","[[-1],[]]",-1
"After a few further changes to the labeling not related to intra-arterial injection, the FDA approved Wyeth 1981 application in 1998, instructing that Phenergan final printed label ""must be identical"" to the approved package insert.","[[wyeth],[]]","[[1],[]]",1
Lee is not a United States citizen,"[[wyeth],[]]","[[0],[]]",0
it could consider evidence of Wyeth compliance with FDA requirements,"[[wyeth],[]]","[[1],[]]",1
"It awarded total damages of $7,400,000, which the court reduced to account for Levine earlier settlement with the health center and clinician.","[[],[levine]]","[[],[1]]",1
the court reduced to account for Levine earlier settlement with the health center and clinician.,"[[],[levine]]","[[],[1]]",1
"On August 3, 2004, the trial court filed a comprehensive opinion denying Wyeth motion for judgment as a matter of law.","[[wyeth],[]]","[[],[-1]]",-1
"After making findings of fact based on the trial record (supplemented by one letter that Wyeth found after the trial), the court rejected Wyeth pre-emption arguments.","[[wyeth],[]]","[[],[-1]]",-1
